cell_id,cell_type
131_1497,Cancer Epithelial
131_1498,CAFs
131_1499,Cancer Epithelial
131_1500,Cancer Epithelial
131_1501,Cancer Epithelial
131_1502,Cancer Epithelial
131_1503,Cancer Epithelial
131_1504,CAFs
131_1505,Cancer Epithelial
131_1506,Cancer Epithelial
131_1507,Cancer Epithelial
131_1508,CAFs
131_1509,CAFs
131_1510,CAFs
131_1511,Myeloid
131_1512,Cancer Epithelial
131_1513,CAFs
131_1514,Cancer Epithelial
131_1515,Cancer Epithelial
131_1516,Cancer Epithelial
131_1517,Cancer Epithelial
131_1518,Cancer Epithelial
131_1519,Cancer Epithelial
131_1520,Cancer Epithelial
131_1521,Cancer Epithelial
131_1522,Cancer Epithelial
131_1523,CAFs
131_1524,Cancer Epithelial
131_1525,CAFs
131_1526,Cancer Epithelial
131_1527,CAFs
131_1528,CAFs
131_1529,Cancer Epithelial
131_1530,Cancer Epithelial
131_1531,Cancer Epithelial
131_1532,Cancer Epithelial
131_1533,Cancer Epithelial
131_1534,Cancer Epithelial
131_1535,Cancer Epithelial
131_1536,Cancer Epithelial
131_1537,Cancer Epithelial
131_1538,Cancer Epithelial
131_1539,Cancer Epithelial
131_1540,Cancer Epithelial
131_1541,Cancer Epithelial
131_1542,CAFs
131_1543,Cancer Epithelial
131_1544,Cancer Epithelial
131_1545,Myeloid
131_1546,Cancer Epithelial
131_1547,Cancer Epithelial
131_1548,Cancer Epithelial
131_1549,Cancer Epithelial
131_1550,CAFs
131_1551,Cancer Epithelial
131_1552,CAFs
131_1553,Cancer Epithelial
131_1554,CAFs
131_1555,Cancer Epithelial
131_1556,Cancer Epithelial
131_1557,Cancer Epithelial
131_1558,Cancer Epithelial
131_1559,Cancer Epithelial
131_1560,Cancer Epithelial
131_1561,CAFs
131_1562,Cancer Epithelial
131_1563,Cancer Epithelial
131_1564,Cancer Epithelial
131_1565,Cancer Epithelial
131_1566,Cancer Epithelial
131_1567,Cancer Epithelial
131_1568,Cancer Epithelial
131_1569,CAFs
131_1570,Cancer Epithelial
131_1571,CAFs
131_1572,Cancer Epithelial
131_1573,Cancer Epithelial
131_1574,Cancer Epithelial
131_1575,Cancer Epithelial
131_1576,Cancer Epithelial
131_1577,Cancer Epithelial
131_1578,Cancer Epithelial
131_1579,Cancer Epithelial
131_1580,CAFs
131_1581,Cancer Epithelial
131_1582,CAFs
131_1583,Cancer Epithelial
131_1584,CAFs
131_1585,Cancer Epithelial
131_1586,Cancer Epithelial
131_1587,Cancer Epithelial
131_1588,Cancer Epithelial
131_1589,CAFs
131_1590,Cancer Epithelial
131_1591,Cancer Epithelial
131_1592,Cancer Epithelial
131_1593,Cancer Epithelial
131_1594,Cancer Epithelial
131_1595,Cancer Epithelial
131_1596,Cancer Epithelial
131_1597,Cancer Epithelial
131_1598,Cancer Epithelial
131_1599,Cancer Epithelial
131_1600,Cancer Epithelial
131_1601,Cancer Epithelial
131_1602,Cancer Epithelial
131_1603,Cancer Epithelial
131_1604,Cancer Epithelial
131_1605,CAFs
131_1606,Cancer Epithelial
131_1607,Cancer Epithelial
131_1608,Cancer Epithelial
131_1609,Cancer Epithelial
131_1610,Cancer Epithelial
131_1611,Cancer Epithelial
131_1612,Cancer Epithelial
131_1613,Cancer Epithelial
131_1614,Cancer Epithelial
131_1615,Cancer Epithelial
131_1616,Cancer Epithelial
131_1617,Cancer Epithelial
131_1618,Cancer Epithelial
131_1619,Cancer Epithelial
131_1620,Cancer Epithelial
131_1621,Cancer Epithelial
131_1622,Cancer Epithelial
131_1623,CAFs
131_1624,Cancer Epithelial
131_1625,CAFs
131_1626,Cancer Epithelial
131_1627,Cancer Epithelial
131_1628,Cancer Epithelial
131_1629,Cancer Epithelial
131_1630,Cancer Epithelial
131_1631,Cancer Epithelial
131_1632,Cancer Epithelial
131_1633,Cancer Epithelial
131_1634,Cancer Epithelial
131_1635,Cancer Epithelial
131_1636,Cancer Epithelial
131_1637,Cancer Epithelial
131_1638,Cancer Epithelial
131_1639,Cancer Epithelial
131_1640,Cancer Epithelial
131_1641,Cancer Epithelial
131_1642,Cancer Epithelial
131_1643,Cancer Epithelial
131_1644,Cancer Epithelial
131_1645,CAFs
131_1646,Cancer Epithelial
131_1647,Cancer Epithelial
131_1648,Cancer Epithelial
131_1649,Cancer Epithelial
131_1650,Cancer Epithelial
131_1651,CAFs
131_1652,CAFs
131_1653,Cancer Epithelial
131_1654,Cancer Epithelial
131_1655,Cancer Epithelial
131_1656,CAFs
131_1657,Cancer Epithelial
131_1658,Cancer Epithelial
131_1659,Cancer Epithelial
131_1660,Cancer Epithelial
131_1661,Cancer Epithelial
131_1662,CAFs
131_1663,Cancer Epithelial
131_1664,CAFs
131_1665,CAFs
131_1666,CAFs
131_1667,Cancer Epithelial
131_1668,Cancer Epithelial
131_1669,Cancer Epithelial
131_1670,Cancer Epithelial
131_1671,CAFs
131_1672,Cancer Epithelial
131_1673,Cancer Epithelial
131_1674,Cancer Epithelial
131_1675,Cancer Epithelial
131_1676,Cancer Epithelial
131_1677,Cancer Epithelial
131_1678,Cancer Epithelial
131_1679,Cancer Epithelial
131_1680,Cancer Epithelial
131_1681,Cancer Epithelial
131_1682,Cancer Epithelial
131_1683,Cancer Epithelial
131_1684,Cancer Epithelial
131_1685,CAFs
131_1686,Cancer Epithelial
131_1687,Cancer Epithelial
131_1688,Cancer Epithelial
131_1689,CAFs
131_1690,Cancer Epithelial
131_1691,CAFs
131_1692,Cancer Epithelial
131_1693,Cancer Epithelial
131_1694,Cancer Epithelial
131_1695,Cancer Epithelial
131_1696,Cancer Epithelial
131_1697,Cancer Epithelial
131_1698,Cancer Epithelial
131_1699,Cancer Epithelial
131_1700,CAFs
131_1701,Cancer Epithelial
131_1702,CAFs
131_1703,Cancer Epithelial
131_1704,Cancer Epithelial
131_1705,Cancer Epithelial
131_1706,Cancer Epithelial
131_1707,Cancer Epithelial
131_1708,CAFs
131_1709,Cancer Epithelial
131_1710,Cancer Epithelial
131_1711,Cancer Epithelial
131_1712,Cancer Epithelial
131_1713,Cancer Epithelial
131_1714,Cancer Epithelial
131_1715,CAFs
131_1716,Cancer Epithelial
131_1717,Cancer Epithelial
131_1718,Cancer Epithelial
131_1719,Cancer Epithelial
131_1720,Cancer Epithelial
131_1721,Cancer Epithelial
131_1722,Cancer Epithelial
131_1723,Cancer Epithelial
131_1724,CAFs
131_1725,CAFs
131_1726,Cancer Epithelial
131_1727,Cancer Epithelial
131_1728,Cancer Epithelial
131_1729,Cancer Epithelial
131_1730,Cancer Epithelial
131_1731,Cancer Epithelial
131_1732,CAFs
131_1733,Cancer Epithelial
131_1734,Cancer Epithelial
131_1735,CAFs
131_1736,Cancer Epithelial
131_1737,CAFs
131_1738,Cancer Epithelial
131_1739,Cancer Epithelial
131_1740,Cancer Epithelial
131_1741,Cancer Epithelial
131_1742,Cancer Epithelial
131_1743,CAFs
131_1744,Cancer Epithelial
131_1745,Cancer Epithelial
131_1746,Cancer Epithelial
131_1747,Cancer Epithelial
131_1748,Cancer Epithelial
131_1749,Cancer Epithelial
131_1750,CAFs
131_1751,Cancer Epithelial
131_1752,Cancer Epithelial
131_1753,Cancer Epithelial
131_1754,Cancer Epithelial
131_1755,Cancer Epithelial
131_1756,Cancer Epithelial
131_1757,Cancer Epithelial
131_1758,Cancer Epithelial
131_1759,Cancer Epithelial
131_1760,Myeloid
131_1761,Cancer Epithelial
131_1762,Cancer Epithelial
131_1763,CAFs
131_1764,Cancer Epithelial
131_1765,Cancer Epithelial
131_1766,Cancer Epithelial
131_1767,Cancer Epithelial
131_1768,Cancer Epithelial
131_1769,CAFs
131_1770,Cancer Epithelial
131_1771,Cancer Epithelial
131_1772,Cancer Epithelial
131_1773,CAFs
131_1774,Cancer Epithelial
131_1775,Cancer Epithelial
131_1776,Cancer Epithelial
131_1777,Myeloid
131_1778,Cancer Epithelial
131_1779,Cancer Epithelial
131_1780,Cancer Epithelial
131_1781,CAFs
131_1782,Cancer Epithelial
131_1783,Cancer Epithelial
131_1784,Cancer Epithelial
131_1785,Cancer Epithelial
131_1786,Cancer Epithelial
131_1787,Cancer Epithelial
131_1788,Cancer Epithelial
131_1789,Cancer Epithelial
131_1790,CAFs
131_1791,Cancer Epithelial
131_1792,Cancer Epithelial
131_1793,Cancer Epithelial
131_1794,Cancer Epithelial
131_1795,Cancer Epithelial
131_1796,Cancer Epithelial
131_1797,Cancer Epithelial
131_1798,Cancer Epithelial
131_1799,Cancer Epithelial
131_1800,Cancer Epithelial
131_1801,Cancer Epithelial
131_1802,Cancer Epithelial
131_1803,Cancer Epithelial
131_1804,Cancer Epithelial
131_1805,CAFs
131_1806,Cancer Epithelial
131_1807,Cancer Epithelial
131_1808,Cancer Epithelial
131_1809,Cancer Epithelial
131_1810,Cancer Epithelial
131_1811,Cancer Epithelial
131_1812,Cancer Epithelial
131_1813,Cancer Epithelial
131_1814,Cancer Epithelial
131_1815,Cancer Epithelial
131_1816,Cancer Epithelial
131_1817,CAFs
131_1818,Cancer Epithelial
131_1819,Cancer Epithelial
131_1820,Cancer Epithelial
131_1821,CAFs
131_1822,Cancer Epithelial
131_1823,Cancer Epithelial
131_1824,Cancer Epithelial
131_1825,Cancer Epithelial
131_1826,Cancer Epithelial
131_1827,Cancer Epithelial
131_1828,Cancer Epithelial
131_1829,Cancer Epithelial
131_1830,Cancer Epithelial
131_1831,CAFs
131_1832,Cancer Epithelial
131_1833,Cancer Epithelial
131_1834,Cancer Epithelial
131_1835,Cancer Epithelial
131_1836,Cancer Epithelial
131_1837,Cancer Epithelial
131_1838,CAFs
131_1839,Cancer Epithelial
131_1840,CAFs
131_1841,CAFs
131_1842,Cancer Epithelial
131_1843,Cancer Epithelial
131_1844,Cancer Epithelial
131_1845,Cancer Epithelial
131_1846,Cancer Epithelial
131_1847,Cancer Epithelial
131_1848,CAFs
131_1849,Cancer Epithelial
131_1850,Cancer Epithelial
131_1851,Cancer Epithelial
131_1852,CAFs
131_1853,Cancer Epithelial
131_1854,Cancer Epithelial
131_1855,Cancer Epithelial
131_1856,Cancer Epithelial
131_1857,CAFs
131_1858,Cancer Epithelial
131_1859,Cancer Epithelial
131_1860,Cancer Epithelial
131_1861,Cancer Epithelial
131_1862,Cancer Epithelial
131_1863,Cancer Epithelial
131_1864,Cancer Epithelial
131_1865,Cancer Epithelial
131_1866,CAFs
131_1867,Cancer Epithelial
131_1868,Cancer Epithelial
131_1869,CAFs
131_1870,CAFs
131_1871,Cancer Epithelial
131_1872,Cancer Epithelial
131_1873,Cancer Epithelial
131_1874,Cancer Epithelial
131_1875,Cancer Epithelial
131_1876,Cancer Epithelial
131_1877,Cancer Epithelial
131_1878,Cancer Epithelial
131_1879,Cancer Epithelial
131_1880,Cancer Epithelial
131_1881,Cancer Epithelial
131_1882,Cancer Epithelial
131_1883,Cancer Epithelial
131_1884,Cancer Epithelial
131_1885,Cancer Epithelial
131_1886,CAFs
131_1887,Cancer Epithelial
131_1888,Cancer Epithelial
131_1889,Cancer Epithelial
131_1891,Cancer Epithelial
131_1892,Cancer Epithelial
131_1893,Cancer Epithelial
131_1894,Cancer Epithelial
131_1895,CAFs
131_1896,Cancer Epithelial
131_1897,Cancer Epithelial
131_1898,Cancer Epithelial
131_1899,Cancer Epithelial
131_1900,CAFs
131_1901,Cancer Epithelial
131_1902,Cancer Epithelial
131_1903,CAFs
131_1904,Cancer Epithelial
131_1905,CAFs
131_1906,Cancer Epithelial
131_1907,Cancer Epithelial
131_1908,Cancer Epithelial
131_1909,Cancer Epithelial
131_1910,Cancer Epithelial
131_1911,Cancer Epithelial
131_1912,Cancer Epithelial
131_1913,CAFs
131_1914,Cancer Epithelial
131_1915,Cancer Epithelial
131_1916,CAFs
131_1917,Cancer Epithelial
131_1918,Cancer Epithelial
131_1919,Cancer Epithelial
131_1920,Cancer Epithelial
131_1921,Cancer Epithelial
131_1922,Cancer Epithelial
131_1923,Cancer Epithelial
131_1924,CAFs
131_1925,Cancer Epithelial
131_1926,Cancer Epithelial
131_1927,Cancer Epithelial
131_1928,Cancer Epithelial
131_1929,Cancer Epithelial
131_1930,Cancer Epithelial
131_1931,CAFs
131_1932,Cancer Epithelial
131_1933,Cancer Epithelial
131_1934,Cancer Epithelial
131_1935,Cancer Epithelial
131_1936,Cancer Epithelial
131_1937,Cancer Epithelial
131_1938,Cancer Epithelial
131_1939,Cancer Epithelial
131_1940,Cancer Epithelial
131_1941,Cancer Epithelial
131_1942,CAFs
131_1943,Cancer Epithelial
131_1944,CAFs
131_1945,Cancer Epithelial
131_1946,Cancer Epithelial
131_1947,Cancer Epithelial
131_1948,Cancer Epithelial
131_1949,Cancer Epithelial
131_1950,CAFs
131_1951,Cancer Epithelial
131_1952,Cancer Epithelial
131_1953,Cancer Epithelial
131_1954,CAFs
131_1955,Cancer Epithelial
131_1956,Cancer Epithelial
131_1957,Cancer Epithelial
131_1958,Cancer Epithelial
131_1959,Cancer Epithelial
131_1960,Cancer Epithelial
131_1961,Cancer Epithelial
131_1962,Cancer Epithelial
131_1963,Cancer Epithelial
131_1964,Cancer Epithelial
131_1965,Cancer Epithelial
131_1966,Cancer Epithelial
131_1967,Cancer Epithelial
131_1968,Cancer Epithelial
131_1969,Cancer Epithelial
131_1970,Cancer Epithelial
131_1971,Cancer Epithelial
131_1973,Cancer Epithelial
131_1974,Cancer Epithelial
131_1975,CAFs
131_1976,Cancer Epithelial
131_1977,Cancer Epithelial
131_1978,Cancer Epithelial
131_1979,Cancer Epithelial
131_1980,Cancer Epithelial
131_1981,Cancer Epithelial
131_1982,Cancer Epithelial
131_1983,Cancer Epithelial
131_1984,Cancer Epithelial
131_1985,Cancer Epithelial
131_1986,Cancer Epithelial
131_1987,Cancer Epithelial
131_1988,Cancer Epithelial
131_1989,Cancer Epithelial
131_1990,Cancer Epithelial
131_1991,CAFs
131_1992,Cancer Epithelial
131_1993,Cancer Epithelial
131_1994,Cancer Epithelial
131_1995,Cancer Epithelial
131_1996,Cancer Epithelial
131_1997,Cancer Epithelial
131_1998,CAFs
131_1999,Cancer Epithelial
131_2000,Cancer Epithelial
131_2001,Endothelial
131_2002,Cancer Epithelial
131_2003,Cancer Epithelial
131_2004,Cancer Epithelial
131_2005,Cancer Epithelial
131_2006,Cancer Epithelial
131_2007,Cancer Epithelial
131_2008,CAFs
131_2009,Cancer Epithelial
131_2010,CAFs
131_2011,Cancer Epithelial
131_2012,Cancer Epithelial
131_2013,Cancer Epithelial
131_2014,Cancer Epithelial
131_2015,Cancer Epithelial
131_2016,Cancer Epithelial
131_2017,Cancer Epithelial
131_2018,Cancer Epithelial
131_2019,Cancer Epithelial
131_2020,Cancer Epithelial
131_2021,Cancer Epithelial
131_2022,Cancer Epithelial
131_2023,Cancer Epithelial
131_2024,CAFs
131_2025,Cancer Epithelial
131_2026,Cancer Epithelial
131_2027,Cancer Epithelial
131_2028,Cancer Epithelial
131_2029,Cancer Epithelial
131_2030,Cancer Epithelial
131_2031,Cancer Epithelial
131_2032,Cancer Epithelial
131_2033,CAFs
131_2034,CAFs
131_2035,Cancer Epithelial
131_2036,Cancer Epithelial
131_2037,CAFs
131_2038,Cancer Epithelial
131_2039,Cancer Epithelial
131_2040,Cancer Epithelial
131_2041,Cancer Epithelial
131_2042,Cancer Epithelial
131_2043,Cancer Epithelial
131_2044,Cancer Epithelial
131_2045,PVL
131_2046,Cancer Epithelial
131_2047,Cancer Epithelial
131_2048,Cancer Epithelial
131_2049,Cancer Epithelial
131_2050,Cancer Epithelial
131_2051,Cancer Epithelial
131_2052,Cancer Epithelial
131_2053,Cancer Epithelial
131_2054,Cancer Epithelial
131_2055,CAFs
131_2056,Cancer Epithelial
131_2057,Cancer Epithelial
131_2058,Cancer Epithelial
131_2059,CAFs
131_2060,Cancer Epithelial
131_2061,CAFs
131_2062,Cancer Epithelial
131_2063,Cancer Epithelial
131_2064,CAFs
131_2065,Cancer Epithelial
131_2066,Cancer Epithelial
131_2067,Cancer Epithelial
131_2068,Cancer Epithelial
131_2069,Cancer Epithelial
131_2070,Cancer Epithelial
131_2071,Cancer Epithelial
131_2072,Cancer Epithelial
131_2073,CAFs
131_2074,Cancer Epithelial
131_2075,Cancer Epithelial
131_2076,Cancer Epithelial
131_2077,Cancer Epithelial
131_2078,Cancer Epithelial
131_2079,Cancer Epithelial
131_2080,Cancer Epithelial
131_2081,Cancer Epithelial
131_2082,Cancer Epithelial
131_2083,Cancer Epithelial
131_2084,CAFs
131_2085,Cancer Epithelial
131_2086,Cancer Epithelial
131_2087,Cancer Epithelial
131_2088,CAFs
131_2089,CAFs
131_2090,Cancer Epithelial
131_2091,Cancer Epithelial
131_2092,Cancer Epithelial
131_2093,Cancer Epithelial
131_2094,CAFs
131_2095,Cancer Epithelial
131_2096,Cancer Epithelial
131_2097,Cancer Epithelial
131_2098,Cancer Epithelial
131_2099,Cancer Epithelial
131_2100,Cancer Epithelial
131_2101,Cancer Epithelial
131_2102,Cancer Epithelial
131_2103,Cancer Epithelial
131_2104,Cancer Epithelial
131_2105,Cancer Epithelial
131_2106,Cancer Epithelial
131_2107,CAFs
131_2108,Cancer Epithelial
131_2109,Cancer Epithelial
131_2110,Cancer Epithelial
131_2111,Cancer Epithelial
131_2112,Cancer Epithelial
131_2113,Cancer Epithelial
131_2114,Cancer Epithelial
131_2115,Cancer Epithelial
131_2116,Cancer Epithelial
131_2117,Cancer Epithelial
131_2118,Cancer Epithelial
131_2119,CAFs
131_2120,Cancer Epithelial
131_2121,Cancer Epithelial
131_2122,Cancer Epithelial
131_2123,Cancer Epithelial
131_2124,Cancer Epithelial
131_2125,Cancer Epithelial
131_2126,Cancer Epithelial
131_2127,Cancer Epithelial
131_2128,Cancer Epithelial
131_2129,Cancer Epithelial
131_2130,Cancer Epithelial
131_2131,Cancer Epithelial
131_2132,Cancer Epithelial
131_2133,Cancer Epithelial
131_2134,Cancer Epithelial
131_2135,Cancer Epithelial
131_2136,Cancer Epithelial
131_2137,Cancer Epithelial
131_2138,Cancer Epithelial
131_2139,Cancer Epithelial
131_2140,Cancer Epithelial
131_2141,Cancer Epithelial
131_2142,Cancer Epithelial
131_2143,Cancer Epithelial
131_2144,CAFs
131_2145,Cancer Epithelial
131_2146,Cancer Epithelial
131_2147,Cancer Epithelial
131_2148,Cancer Epithelial
131_2149,Cancer Epithelial
131_2150,CAFs
131_2151,CAFs
131_2152,Cancer Epithelial
131_2153,Cancer Epithelial
131_2154,CAFs
131_2155,Cancer Epithelial
131_2156,Cancer Epithelial
131_2157,Cancer Epithelial
131_2158,Cancer Epithelial
131_2159,Cancer Epithelial
131_2160,Cancer Epithelial
131_2161,Cancer Epithelial
131_2162,Cancer Epithelial
131_2163,Cancer Epithelial
131_2164,Cancer Epithelial
131_2165,CAFs
131_2166,Cancer Epithelial
131_2167,Cancer Epithelial
131_2168,CAFs
131_2169,CAFs
131_2170,CAFs
131_2171,Cancer Epithelial
131_2172,Cancer Epithelial
131_2173,Cancer Epithelial
131_2174,Cancer Epithelial
131_2175,Cancer Epithelial
131_2176,Cancer Epithelial
131_2177,CAFs
131_2178,Cancer Epithelial
131_2179,Cancer Epithelial
131_2180,Cancer Epithelial
131_2181,Cancer Epithelial
131_2182,Cancer Epithelial
131_2183,Cancer Epithelial
131_2184,Cancer Epithelial
131_2185,Cancer Epithelial
131_2186,Cancer Epithelial
131_2187,Cancer Epithelial
131_2188,Cancer Epithelial
131_2189,Cancer Epithelial
131_2190,Cancer Epithelial
131_2191,Cancer Epithelial
131_2192,Cancer Epithelial
131_2193,Cancer Epithelial
131_2194,Cancer Epithelial
131_2195,Cancer Epithelial
131_2196,Cancer Epithelial
131_2197,Cancer Epithelial
131_2198,Cancer Epithelial
131_2199,Cancer Epithelial
131_2200,Cancer Epithelial
131_2201,Cancer Epithelial
131_2202,Cancer Epithelial
131_2203,Cancer Epithelial
131_2204,Cancer Epithelial
131_2205,Cancer Epithelial
131_2206,Cancer Epithelial
131_2207,Cancer Epithelial
131_2208,CAFs
131_2209,Cancer Epithelial
131_2210,Cancer Epithelial
131_2211,CAFs
131_2212,Cancer Epithelial
131_2213,Cancer Epithelial
131_2214,Cancer Epithelial
131_2215,Cancer Epithelial
131_2216,CAFs
131_2217,Cancer Epithelial
131_2218,Cancer Epithelial
131_2219,Cancer Epithelial
131_2220,Cancer Epithelial
131_2221,CAFs
131_2222,Cancer Epithelial
131_2223,Cancer Epithelial
131_2225,Cancer Epithelial
131_2226,Cancer Epithelial
131_2227,CAFs
131_2228,Cancer Epithelial
131_2229,Cancer Epithelial
131_2230,Cancer Epithelial
131_2231,Cancer Epithelial
131_2232,Cancer Epithelial
131_2233,Cancer Epithelial
131_2234,CAFs
131_2235,Cancer Epithelial
131_2236,CAFs
131_2237,Cancer Epithelial
131_2238,Cancer Epithelial
131_2239,Cancer Epithelial
131_2240,Cancer Epithelial
131_2241,Cancer Epithelial
131_2242,CAFs
131_2243,Cancer Epithelial
131_2244,Cancer Epithelial
131_2245,CAFs
131_2246,Cancer Epithelial
131_2247,Cancer Epithelial
131_2248,Cancer Epithelial
131_2249,Cancer Epithelial
131_2250,Cancer Epithelial
131_2251,Cancer Epithelial
131_2252,Cancer Epithelial
131_2253,Cancer Epithelial
131_2254,Cancer Epithelial
131_2255,Cancer Epithelial
131_2256,Cancer Epithelial
131_2257,CAFs
131_2258,Cancer Epithelial
131_2259,Cancer Epithelial
131_2260,Cancer Epithelial
131_2261,CAFs
131_2262,Cancer Epithelial
131_2263,Cancer Epithelial
131_2264,Cancer Epithelial
131_2265,Cancer Epithelial
131_2266,Cancer Epithelial
131_2267,Cancer Epithelial
131_2268,Cancer Epithelial
131_2269,Cancer Epithelial
131_2270,Cancer Epithelial
131_2271,Cancer Epithelial
131_2272,Cancer Epithelial
131_2273,CAFs
131_2274,CAFs
131_2275,CAFs
131_2276,Cancer Epithelial
131_2277,Cancer Epithelial
131_2278,Cancer Epithelial
131_2279,Cancer Epithelial
131_2280,Cancer Epithelial
131_2281,Cancer Epithelial
131_2282,Cancer Epithelial
131_2283,Cancer Epithelial
131_2284,Cancer Epithelial
131_2285,Cancer Epithelial
131_2286,CAFs
131_2287,Cancer Epithelial
131_2288,Cancer Epithelial
131_2289,CAFs
131_2290,Cancer Epithelial
131_2291,Cancer Epithelial
131_2292,Cancer Epithelial
131_2293,Cancer Epithelial
131_2294,CAFs
131_2295,Cancer Epithelial
131_2296,CAFs
131_2297,Cancer Epithelial
131_2298,Cancer Epithelial
131_2299,Cancer Epithelial
131_2300,CAFs
131_2301,Cancer Epithelial
131_2302,Cancer Epithelial
131_2303,CAFs
131_2304,Cancer Epithelial
131_2305,Cancer Epithelial
131_2306,Cancer Epithelial
131_2307,Cancer Epithelial
131_2308,Cancer Epithelial
131_2309,Cancer Epithelial
131_2310,Cancer Epithelial
131_2311,Cancer Epithelial
131_2312,Cancer Epithelial
131_2313,CAFs
131_2314,Cancer Epithelial
131_2315,Cancer Epithelial
131_2316,Cancer Epithelial
131_2317,Cancer Epithelial
131_2318,Cancer Epithelial
131_2319,Cancer Epithelial
131_2320,Cancer Epithelial
131_2321,Cancer Epithelial
131_2322,Cancer Epithelial
131_2323,Cancer Epithelial
131_2324,Cancer Epithelial
131_2325,Cancer Epithelial
131_2326,Cancer Epithelial
131_2327,Cancer Epithelial
131_2328,Cancer Epithelial
131_2329,CAFs
131_2330,Cancer Epithelial
131_2331,Cancer Epithelial
131_2332,Cancer Epithelial
131_2333,Cancer Epithelial
131_2334,Cancer Epithelial
131_2335,Cancer Epithelial
131_2336,Cancer Epithelial
131_2337,Cancer Epithelial
131_2338,Cancer Epithelial
131_2339,CAFs
131_2340,Cancer Epithelial
131_2341,Cancer Epithelial
131_2342,Cancer Epithelial
131_2343,Cancer Epithelial
131_2344,Cancer Epithelial
131_2345,Cancer Epithelial
131_2346,CAFs
131_2347,Cancer Epithelial
131_2348,Cancer Epithelial
131_2349,Cancer Epithelial
131_2350,Cancer Epithelial
131_2351,Cancer Epithelial
131_2352,Cancer Epithelial
131_2353,CAFs
131_2354,Cancer Epithelial
131_2355,Cancer Epithelial
131_2356,Cancer Epithelial
131_2357,Cancer Epithelial
131_2358,CAFs
131_2359,Cancer Epithelial
131_2360,CAFs
131_2361,Cancer Epithelial
131_2362,Cancer Epithelial
131_2363,Cancer Epithelial
131_2364,Cancer Epithelial
131_2365,Cancer Epithelial
131_2366,Cancer Epithelial
131_2367,Cancer Epithelial
131_2368,Cancer Epithelial
131_2369,Cancer Epithelial
131_2370,Cancer Epithelial
131_2371,CAFs
131_2372,Cancer Epithelial
131_2373,Cancer Epithelial
131_2374,Cancer Epithelial
131_2375,Cancer Epithelial
131_2376,Cancer Epithelial
131_2377,Cancer Epithelial
131_2378,Cancer Epithelial
131_2379,Cancer Epithelial
131_2380,Cancer Epithelial
131_2381,Cancer Epithelial
131_2382,Cancer Epithelial
131_2383,Cancer Epithelial
131_2384,Cancer Epithelial
131_2385,Cancer Epithelial
131_2386,Cancer Epithelial
131_2387,Cancer Epithelial
131_2388,Cancer Epithelial
131_2389,CAFs
131_2390,Cancer Epithelial
131_2391,CAFs
131_2392,CAFs
131_2394,Cancer Epithelial
131_2395,Cancer Epithelial
131_2396,Cancer Epithelial
131_2397,Cancer Epithelial
131_2398,Cancer Epithelial
131_2399,CAFs
131_2400,Cancer Epithelial
131_2401,Cancer Epithelial
131_2402,Cancer Epithelial
131_2403,Cancer Epithelial
131_2404,Cancer Epithelial
131_2405,CAFs
131_2406,Cancer Epithelial
131_2407,Cancer Epithelial
131_2408,CAFs
131_2409,CAFs
131_2410,CAFs
131_2411,Cancer Epithelial
131_2412,Cancer Epithelial
131_2413,Cancer Epithelial
131_2414,Cancer Epithelial
131_2415,Cancer Epithelial
131_2416,Cancer Epithelial
131_2417,Cancer Epithelial
131_2418,Cancer Epithelial
131_2419,Cancer Epithelial
131_2420,Cancer Epithelial
131_2421,Cancer Epithelial
131_2422,Cancer Epithelial
131_2423,Myeloid
131_2424,Cancer Epithelial
131_2425,CAFs
131_2426,Cancer Epithelial
131_2427,CAFs
131_2428,Cancer Epithelial
131_2429,Cancer Epithelial
131_2430,Cancer Epithelial
131_2431,Cancer Epithelial
131_2432,Cancer Epithelial
131_2433,Cancer Epithelial
131_2434,Myeloid
131_2435,CAFs
131_2436,CAFs
131_2437,Cancer Epithelial
131_2438,Cancer Epithelial
131_2439,CAFs
131_2440,Cancer Epithelial
131_2441,Cancer Epithelial
131_2442,Cancer Epithelial
131_2443,CAFs
131_2444,CAFs
131_2445,Cancer Epithelial
131_2446,Cancer Epithelial
131_2447,CAFs
131_2448,Cancer Epithelial
131_2449,Cancer Epithelial
131_2450,Cancer Epithelial
131_2451,Cancer Epithelial
131_2452,Cancer Epithelial
131_2453,Cancer Epithelial
131_2454,Cancer Epithelial
131_2455,Cancer Epithelial
131_2456,Cancer Epithelial
131_2457,Cancer Epithelial
131_2458,CAFs
131_2459,Cancer Epithelial
131_2460,Cancer Epithelial
131_2461,Cancer Epithelial
131_2462,Cancer Epithelial
131_2463,Cancer Epithelial
131_2464,Cancer Epithelial
131_2465,Cancer Epithelial
131_2466,CAFs
131_2467,Cancer Epithelial
131_2468,CAFs
131_2469,Cancer Epithelial
131_2470,Cancer Epithelial
131_2471,Cancer Epithelial
131_2472,Cancer Epithelial
131_2473,Cancer Epithelial
131_2474,CAFs
131_2475,Cancer Epithelial
131_2476,CAFs
131_2477,Cancer Epithelial
131_2478,CAFs
131_2479,CAFs
131_2480,CAFs
131_2481,CAFs
131_2482,CAFs
131_2483,Cancer Epithelial
131_2484,Cancer Epithelial
131_2485,Cancer Epithelial
131_2486,Cancer Epithelial
131_2487,Cancer Epithelial
131_2488,Cancer Epithelial
